07005;93
07015;92
07020;95
07027;93
07037;99
07110;96
07117;85
07130;94
07139;96
07149;94
07168;97
07181;93
07190;85
07207;94
07222;94
07240;92
07255;93
07280;97
07299;96
07314;93
07335;96
07434;96
07460;85
07471;96
07481;88
07510;97
07535;90
07558;92
07577;96
07591;92
07607;93
07621;96
07627;98
07630;94
07643;97
07650;92
07661;96
07690;80
07747;93
07761;94
07790;94
61968;98
61970;90
61972;83
61976;94
61980;86
61996;99
61997;97
61998;91
67005;96
71805;99
78897;96
78922;94
78925;94
81401;96
81405;89
81408;96
81415;99
