07558;100
61976;69
07027;87
07110;73
07591;67
71805;99
78925;83
07015;78
07149;69
81408;69
89642;67
07020;85
07761;94
81405;73
07168;85
07607;92
07650;91
71805;100
07149;94
61972;
07280;91
07434;96
61976;77
07020;95
07117;67
07168;89
07690;74
61970;68
71805;100
07168;86
07181;90
07222;82
07335;83
07222;63
07650;50
61972;
07015;88
07280;97
81405;76
07020;77
07207;81
07621;95
07747;87
07434;91
61998;78
07314;87
07015;83
07110;83
07168;84
07222;84
07630;70
07015;77
07481;76
07627;78
07510;97
78925;80
81408;90
78925;84
07434;100
07690;58
07015;91
07020;66
07335;89
07630;94
07314;83
61980;82
61996;99
71805;100
07207;50
07510;84
07577;94
07650;82
61972;
07240;81
07577;90
07117;65
07130;84
07149;90
07190;78
07577;82
07627;98
78897;81
07577;82
61980;79
67005;72
67005;94
07027;93
78922;81
07621;77
07690;41
61997;81
07240;79
07255;66
07627;42
07005;70
07149;53
07314;86
07460;76
07510;59
78897;68
07471;86
61980;86
61996;92
81408;73
07149;83
07299;74
07607;86
61972;
07027;93
07255;86
07510;78
07222;94
07299;45
07630;45
07747;43
07790;91
07207;91
07280;64
07335;87
07607;49
07005;89
07207;94
07255;93
61976;83
81401;96
07790;89
61980;77
61976;94
07299;67
89642;32
07510;82
07207;80
07790;73
07130;72
07240;48
07643;38
07434;79
07471;65
61970;90
07222;70
07661;87
07190;85
07621;74
07577;96
07314;88
07481;84
61997;92
07027;91
07207;83
07510;79
07630;61
61970;70
61997;81
81415;100
61972;
07027;87
07181;77
67005;75
71805;95
07222;89
61968;98
07650;92
81405;89
61997;83
61970;76
78897;91
07139;96
07335;96
07471;80
07130;84
78925;83
81408;95
07015;87
07790;69
07117;79
07434;93
07790;94
61972;
67005;96
67005;78
78897;94
07020;75
07535;83
07027;64
07690;28
71805;91
07577;61
81408;74
07481;74
61997;97
07037;99
07661;50
07130;78
07139;86
78897;96
07015;52
07460;72
67005;84
61980;70
07005;93
07110;91
07434;90
07607;59
07130;94
07747;93
78897;75
81415;100
07240;92
61976;71
61998;82
78925;85
07207;89
07607;58
07139;80
78925;68
07181;91
07280;76
07481;88
07510;52
07577;78
61972;64
61976;77
78922;85
07690;71
07037;88
07299;96
07621;87
07005;79
07335;67
89642;52
07015;52
07510;52
61972;64
07117;80
07577;44
61997;94
81405;67
81415;66
07005;63
07535;40
07558;65
61976;69
71805;94
07335;69
61976;70
07130;54
07591;85
07643;97
81415;72
07117;84
07139;89
07255;88
07690;55
07299;82
07510;97
07621;93
61998;91
78925;68
07168;96
78925;71
89642;64
07314;83
07535;90
07558;80
07222;43
07005;76
07471;61
07510;45
07335;63
71805;100
07181;72
07607;91
07627;84
07690;80
71805;98
07607;59
61970;63
78925;94
07607;39
61968;76
61970;68
07117;80
07558;49
07661;67
07037;75
07335;63
67005;73
78922;94
07434;83
07630;69
07335;47
81405;86
81415;80
07190;38
07280;57
07335;59
81415;60
81401;70
07190;56
61998;77
78925;80
07661;54
61970;85
07005;92
71805;98
07607;93
07037;56
07335;67
07643;56
07460;56
07690;57
89642;44
07168;48
81415;100
07558;44
81415;95
07181;59
07747;87
61980;77
07005;74
07037;65
61997;95
07661;76
07535;78
07577;86
61970;70
61997;77
61970;82
07747;52
07661;72
07535;84
07630;81
71805;100
07510;90
07299;79
61970;68
07005;89
78897;95
81408;96
61968;57
78897;96
07015;55
07314;68
61972;57
61976;75
07481;46
07510;68
07027;54
07630;69
07181;93
61970;74
07168;82
07222;54
07460;68
61996;93
07761;94
07027;92
07471;89
07481;64
07460;75
07661;61
07790;84
61998;67
07149;49
07510;22
07577;36
07790;48
61972;64
61980;70
07005;38
07037;35
07255;22
61996;85
07650;47
07015;55
61972;83
67005;85
07643;84
07037;79
07621;77
07168;84
07535;61
61997;93
07110;96
07535;45
67005;73
07149;44
78897;78
07110;91
07190;34
61996;78
81405;89
07139;70
07027;91
07535;30
61972;75
07037;94
07630;54
07761;93
61996;69
61998;81
07149;91
07460;85
07280;75
07240;71
07607;45
67005;62
81408;94
07139;50
07149;40
07460;37
61976;76
07005;68
07130;46
07255;42
71805;94
89642;86
07460;51
61998;76
07621;78
07015;92
07149;72
07335;91
07558;70
07661;96
07591;80
07621;88
61972;70
07314;93
07661;83
07577;53
07650;59
07621;64
71805;78
07460;52
07255;23
07280;24
61970;77
07510;53
07643;73
07558;92
89642;58
07790;83
07761;78
61998;88
07190;24
07481;28
61980;80
07314;89
67005;89
78897;58
78922;73
89642;41
07471;81
07168;97
07621;96
61998;66
07255;50
07314;81
07591;80
07627;78
07240;62
07314;77
07761;92
07790;89
07015;75
07149;49
07168;67
07240;66
07535;61
78897;66
07434;67
07643;90
07110;84
67005;72
07117;85
78897;81
81408;
07110;87
07130;85
07510;80
71805;98
07020;85
78925;89
07020;83
07335;90
07434;89
07690;74
61997;81
07110;74
07240;61
07591;92
07607;90
81405;77
07650;66
07661;92
07471;96
07037;86
61980;70
81415;99
